TABLE_ID,CODIGO,ESCUELA,REGION,DISTRITO,MUNICIPIO_ESCOLAR,DIRECCION_FISICA,DIRECCION_MUNICIPIO,DIRECCION_ESTADO,DIRECCION_ZIPCODE,GEOLOCALIZACION,TELEFONO,FAX,DIRECTOR,ZONA,OPERACIONAL_2018-2019,NIVEL_ORIGINAL,GRADOS_ORIGINAL,GRADOS_POSTERIOR,MATRICULA_TOTAL,GRADO_INFANT,GRADO_TODDLER,GRADO_PK,GRADO_PKE,GRADO_PKM,GRADO_K,GRADO_1,GRADO_2,GRADO_3,GRADO_4,GRADO_5,GRADO_6,GRADO_SGE,GRADO_7,GRADO_8,GRADO_9,GRADO_SGI,GRADO_10,GRADO_11,GRADO_12,GRADO_SGS,ESPAÑOL_[PROFICIENTE+AVANZADO],ESPAÑOL_PRE-BÁSICO,ESPAÑOL_BÁSICO,ESPAÑOL_PROFICIENTE,ESPAÑOL_AVANZADO,MATEMÁTICAS_[PROFICIENTE+AVANZADO],MATEMÁTICAS_PRE-BÁSICO,MATEMÁTICAS_BÁSICO,MATEMÁTICAS_PROFICIENTE,MATEMÁTICAS_AVANZADO,INGLÉS_[PROFICIENTE+AVANZADO],INGLÉS_PRE-BÁSICO,INGLÉS_BÁSICO,INGLÉS_PROFICIENTE,INGLÉS_AVANZADO,BAJO_NIVEL_POBREZA
51,62836,ANA ROQUE DE DUPREY,SAN JUAN,SAN JUAN II,SAN JUAN V,CARR 21 KM 3 HM 4 BO MONACILLOS,SAN JUAN,PR,00928-0000,"(18.38764, -66.0888)",782-7002,782-7002,CARLOS RAMOS ALMODOVAR,URBANA,NO,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",133,,,,,,24,28,23,22,14,10,,12,,,,,,,,,40.38,9.62,50,30.77,9.62,65.38,0,34.62,46.15,19.23,23.08,17.31,59.62,17.31,5.77,98.35
52,52985,ANA VALLDEJULY (JAUCA),PONCE,SANTA ISABEL,SANTA ISABEL,CALLE LUIS MUNOZ RIVERA CARR 1 BO JAUCA,SANTA ISABEL,PR,00757-0000,"(17.9685, -66.36765)",845-6147,845-6147,MARCELINO BURGOS SALAMO,RURAL,SI,ELEMENTAL,"K - 6 , EEE","K - 6, EEE",215,,,,,,22,34,36,23,19,38,34,9,,,,,,,,,80.43,4.35,15.22,28.26,52.17,63.04,11.96,25,22.83,40.22,89.01,3.3,7.69,32.97,56.04,78.92
53,70672,ANDRES C GONZALEZ,BAYAMON,BAYAMON,BAYAMON II,CARR 829 KM 5 HM 5 BO SANTA  OYALA,BAYAMON,PR,00956-0000,"(18.31756, -66.1648)",797-6580,279-5188,MARIA M.RIVERA SANTOS,RURAL,NO,SEGUNDA UNIDAD,"K - 9 , EEI","K - 9 , EEI",222,,,,,,22,24,24,25,19,21,28,,30,21,,8,,,,,28.48,20.89,50.63,17.72,10.76,20.25,29.11,50.63,13.29,6.96,11.46,43.95,44.59,10.19,1.27,79.36
54,54940,ANDRES GRILLASCA SALAS,PONCE,PONCE,PONCE II,AVE LAS AMERICAS URB CONSTANCIA,PONCE,PR,00715-0119,"(18.00744, -66.60161)",840-7115,842-6414,MARIA DEL R. MADERA AYALA,URBANA,SI,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",265,,,,,,31,43,55,48,46,35,,7,,,,,,,,,20.66,19.83,59.5,11.57,9.09,27.5,14.17,58.33,17.5,10,13.11,36.07,50.82,9.02,4.1,90.24
55,69039,ANDRES VALCARCEL,SAN JUAN,GUAYNABO,TRUJILLO ALTO,CALLE ANDRES VALCARCEL FINAL,TRUJILLO ALTO,PR,-997,"(18.35289, -66.0064)",761-1060,748-4195,RAFAEL RODRIGUEZ,URBANA,SI,INTERMEDIO,9-Jul,9-Jul,486,,,,,,,,,,,,266,,106,114,,,,,,,32.7,12.32,54.98,21.8,10.9,0.47,32.7,66.82,0,0.47,22.27,35.55,42.18,15.64,6.64,78.19
56,17186,ANGEL G. QUINTERO,BAYAMON,OROCOVIS,MOROVIS,CARR 633 KM 4 HM 7 BO BARAHONA,MOROVIS,PO BOX 1571,00687-0000,"(18.35816, -66.44581)",862-1716,862-1827,CARLOS FIGUEROA LA TORRE,RURAL,SI,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",407,,,,,,,,,,,,126,,116,156,,9,,,,,56.38,10.11,33.51,29.52,26.86,41.49,15.43,43.09,14.1,27.39,51.47,16.27,32.27,33.6,17.87,70.27
57,42739,ANGEL GELO MORALES MORALES,MAYAGUEZ,SAN SEBASTIAN,MOCA,CARR 110 KM 5 HM 7 MARIAS III,MOCA,PR,6761946,"(18.34708, -67.13447)",877-6746,877-6746,ADELAIDA VALE ROLDAN,RURAL,NO,ELEMENTAL,K - 6,k - 5,170,,,13,,,25,25,22,24,34,27,,,,,,,,,,,62.07,3.45,34.48,32.76,29.31,48.28,5.17,46.55,26.72,21.55,52.59,10.34,37.07,32.76,19.83,86.84
58,43471,ANGEL GUERRERO LUGO,MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,CARR 447 KM 2 HM 5,SAN SEBASTIAN,PR,00685-0000,"(18.37019, -66.95463)",896-2888,896-2888,ROSALIE SOTO ADAMES,RURAL,NO,ELEMENTAL,K - 6,K - 5,157,,,,,,23,26,25,28,29,26,,,,,,,,,,,71.43,4.76,23.81,21.43,50,85.71,2.38,11.9,57.14,28.57,57.14,9.52,33.33,35.71,21.43,78.17
59,50260,ANGEL MALDONADO BULA,PONCE,UTUADO,ADJUNTAS,CARR 526 KM 7 HM 2 BO TANAMA SECTOR EL VALLE,ADJUNTAS,PR,00601-0000,"(18.21682, -66.76118)",829-0834,829-0831,ANGEL M. ORTIZ MARRERO,RURAL,NO,ELEMENTAL,K - 6,K - 6,96,,,,,,13,15,23,16,13,16,,,,,,,,,,,95.45,0,4.55,6.82,88.64,93.18,0,6.82,2.27,90.91,50,4.55,45.45,18.18,31.82,85.87
60,70466,ANGEL MILLAN HUERTAS,BAYAMON,BAYAMON,BAYAMON II,URB SANTA JUANITA CALLE LIBANO 10MA SECC,BAYAMON,PR,9560000,"(18.35291, -66.15154)",787-3726,787-3726,LUIS A. MATIAS SOTO,URBANA,NO,ELEMENTAL,K - 6,"K - 5, EEE",259,,,,,,33,52,50,38,45,41,,,,,,,,,,,68.85,0,31.15,37.7,31.15,75.41,0,24.59,37.7,37.7,37.7,19.67,42.62,29.51,8.2,71.84
61,61853,ANGEL P MILLAN ROHENA,SAN JUAN,CAROLINA,CAROLINA I,CAR 857 KM 0.3 BO CANOVANILLAS,CAROLINA,PR,00986-7759,"(18.36921, -65.93054)",276-0120,769-0385,JUAN F. FERNANDEZ APONTE,RURAL,SI,SUPERIOR,12-Oct,12-Oct,773,,,,,,,,,,,,,,,,242,,171,201,159,,21.65,24.74,53.61,15.46,6.19,0,51.03,48.97,0,0,21.24,50.26,28.5,14.51,6.74,79.12
62,62406,ANGEL RAMOS,SAN JUAN,SAN JUAN II,SAN JUAN III,CALLE SINSONTE #1 URB COUNTRY CLUB,SAN JUAN,PR,00924-0000,"(18.40331, -66.00786)",769-3450,769-3450,JORGE L. PEREZ DAVILA,URBANA,NO,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",342,,,,,,23,35,44,42,18,34,53,4,50,39,,,,,,,39.76,19.28,40.96,21.69,18.07,10.89,26.61,62.5,7.66,3.23,21.54,40.24,38.21,14.23,7.32,93.81
63,71886,ANGEL SANDIN MARTINEZ,ARECIBO,VEGA ALTA,VEGA BAJA,4 CALLE JULIO OTERO ESQ JOSE ACOSTA,VEGA BAJA,PR,00693-0000,"(18.44348, -66.38388)",807-0810,807-08111,MILDRED MOLINA- IRIZARRY,URBANA,SI,INTERMEDIO,"7 - 9 , EEI",8-Jun,705,,,,,,,,,,,,322,,180,186,,17,,,,,31.15,20.22,48.63,21.86,9.29,3.83,34.97,61.2,3.83,0,25.41,48.91,25.68,15.03,10.38,83.97
64,51508,ANGELA CALVANI,PONCE,UTUADO,JAYUYA,CARR 144 KM 20 HM 3 SANTA CLARA,JAYUYA,PR,00664-0000,"(18.21765, -66.60425)",828-3040,828-3040,ANGEL ARROYO,RURAL,NO,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",206,,,17,,,32,37,30,29,25,32,,4,,,,,,,,,68.92,1.35,29.73,35.14,33.78,66.22,0,33.78,28.38,37.84,27.03,9.46,63.51,20.27,6.76,78.41
65,55483,ANGELA CORDERO BERNARD,PONCE,PONCE,PONCE II,CALLE SOLIMAR URB VILLA DEL CARMEN,PONCE,PR,00732-0000,"(17.98069, -66.60722)",844-4020,844-4020,SARAH FRANCESCHINI,URBANA,SI,ELEMENTAL,PK - 6,PK - 6,667,,,16,,,87,96,102,121,127,118,,,,,,,,,,,51.11,9.72,39.17,28.06,23.06,53.06,5,41.94,32.22,20.83,41.11,17.5,41.39,28.06,13.06,69.98
66,10637,ANGELICA GOMEZ DE BETANCOURT,ARECIBO,ARECIBO,ARECIBO I,CARR 681 HM 3 BO ISLOTE,ARECIBO,PR,00613-0000,"(18.47902, -66.69367)",878-1675,878-1675,CARMEN I. BRACERO GONZALEZ,URBANA,SI,ELEMENTAL,"PK - 6 , EEE","PK - 6 , EEE",223,,,,3,,26,20,14,22,21,23,30,8,25,31,,,,,,,46.5,10.83,42.68,26.11,20.38,31.85,13.38,54.78,25.48,6.37,40.13,10.83,49.04,24.2,15.92,90
67,51342,ANGELICA TORO (NUEVA),PONCE,UTUADO,JAYUYA,48 CALLE CEMENTERIO,JAYUYA,PR,00664-0000,"(18.22162, -66.59433)",828-0330,828-0340,OLGA L. GARCIA PEREZ,URBANA,SI,ELEMENTAL,"PK - 3 , EEE","PK - 6, EEE",354,,,7,,,37,48,59,67,49,77,,10,,,,,,,,,97.96,0,2.04,10.2,87.76,97.96,0,2.04,18.37,79.59,71.43,4.08,24.49,40.82,30.61,71.99
68,17772,ANIBAL REYES BELEN,ARECIBO,ARECIBO,HATILLO,CARR 130 K12 4 BO CAMPO ALEGRE,HATILLO,PR,6590000,"(18.36489, -66.80053)",820-4022,820-4022,MARIA E. RODRIGUEZ TORRES,URBANA,SI,SUPERIOR,12-Oct,12-Oct,872,,,,,,,,,,,,,,,,265,,223,192,192,,40.11,13.56,46.33,23.73,16.38,1.69,20.34,77.97,1.13,0.56,33.9,29.94,36.16,15.25,18.64,72.13
69,40139,ANSELMO VILLARRUBIA,MAYAGUEZ,AGUADILLA,AGUADA,RAMAL 4416 KM 1.8 BO MALPASO,AGUADA,PR,6021726,"(18.36258, -67.17037)",868-8735,868-8735,EMILIA LORENZO FIGUEROA,RURAL,SI,ELEMENTAL,K - 6,K - 6,316,,,16,,,40,38,42,43,46,47,44,,,,,,,,,,57.87,4.49,37.64,26.97,30.9,58.43,6.18,35.39,32.02,26.4,66.29,3.93,29.78,41.01,25.28,69.18
70,33647,ANTERA ROSADO FUENTES,HUMACAO,CANOVANAS,RIO GRANDE,CALLE 19 URB VILLAS DE RIO GRANDE,RIO GRANDE,PR,00745-0000,"(18.38239, -65.8382)",887-2051,887-2051,ONEIDA RAMIREZ IBANEZ,URBANA,SI,ELEMENTAL,"PK - 6 , EEE","PK - 6 , EEE",520,,,16,,,75,81,71,95,97,75,,10,,,,,,,,,71.47,4.32,24.21,26.51,44.96,59.94,6.92,33.14,30.55,29.39,61.85,8.09,30.06,38.15,23.7,75.3
71,43174,ANTONIA MARTINEZ,MAYAGUEZ,CABO ROJO,SAN GERMAN,CALLE CONCEPCION,SAN GERMAN,PR,00667-0000,"(18.08325, -67.04653)",264-3600,892-1150,CELIA MARIA COLLADO RIVERA,URBANA,NO,ELEMENTAL,"PK - 6 , EEE","PK - 6 , EEE",132,,,8,,,22,20,19,22,18,17,,6,,,,,,,,,34.52,20.24,45.24,23.81,10.71,29.76,34.52,35.71,17.86,11.9,14.29,39.29,46.43,10.71,3.57,92.68
72,71589,ANTONIA SAEZ IRIZARRY,BAYAMON,TOA BAJA,TOA BAJA,CARR 863 KM 0 HM 9 BO PAJAROS,TOA BAJA,PR,00949-2400,"(18.39905, -66.20746)",780-5975,780-5975,ERMIS VELAZQUEZ REYES,RURAL,NO,ELEMENTAL,"PK - 6 , EEE","PK - 6 , EEE",209,,,,,,24,36,24,41,30,41,,13,,,,,,,,,70.05,7.73,22.22,18.84,51.21,67.63,3.38,28.99,42.03,25.6,54.59,15.46,29.95,29.95,24.64,83.66
73,61580,ANTONIO B CAIMARY,SAN JUAN,SAN JUAN I,SAN JUAN I,AVE EDUARDO CONDE ESQ TAPIA VILLA PALMERAS,SAN JUAN,PR,00915-0000,"(18.4424, -66.05438)",726-6783,727-2145,SANTA SANTANA SABINO,URBANA,SI,ELEMENTAL,K - 6,K - 6,239,,,,,,25,30,42,58,46,38,,,,,,,,,,,33.82,15.44,50.74,16.91,16.91,41.91,7.35,50.74,27.94,13.97,20.59,28.68,50.74,15.44,5.15,93.89
74,40485,ANTONIO BADILLO HERNANDEZ,MAYAGUEZ,AGUADILLA,AGUADILLA,CARR. 459 BO. MONTANA,AGUADILLA,PR,-690,"(18.48642, -67.09736)",890-3360,890-1785,ANGEL L. RODRIGUEZ ROSA,RURAL,SI,INTERMEDIO,9-Jul,9-Jul,336,,,,,,,,,,,,127,,100,109,,,,,,,30.88,33.68,35.44,21.75,9.12,7.37,44.56,48.07,6.32,1.05,36.14,35.79,28.07,22.46,13.68,79.46
75,46672,ANTONIO BADILLO HERNANDEZ,MAYAGUEZ,AGUADILLA,AGUADILLA,CARR. 459 KM. 7.04 BO. MONTANA,AGUADILLA,PR,-690,"(18.48796, -67.09781)",890-3350,890-3250,RAMONITA ECHANDY LAVERGNE,RURAL,SI,ELEMENTAL,K - 6,K - 6,239,,,14,3,,28,29,24,39,45,57,,,,,,,,,,,57.25,8.7,34.06,31.16,26.09,68.12,0.72,31.16,32.61,35.51,44.2,12.32,43.48,26.81,17.39,86.18
76,26492,ANTONIO DOMINGUEZ NIEVES,CAGUAS,GURABO,CAGUAS I,BO RIO CANAS CALLE 1 SECT REPARTO SOLANO,CAGUAS,PR,00726-0000,"(18.28626, -66.04754)",747-2026,286-2275,LEONCIO QUINONES ALICEA,RURAL,SI,INTERMEDIO,"7 - 9 , EEI - EES","7 - 9 , EEI - EES",186,,,,,,,,,,,,,,,38,35,16,26,,,71,21.21,34.85,43.94,19.7,1.52,3.03,40.91,56.06,1.52,1.52,12.12,48.48,39.39,6.06,6.06,89.22
77,28522,ANTONIO FERNOS ISERN,HUMACAO,YABUCOA,SAN LORENZO,CARR 181 KM 32.5 BO QUEBRADA,SAN LORENZO,PR,7540000,"(18.19892, -65.96228)",736-1823,736-2572,RAQUEL GUZMAN CENTENO,RURAL,SI,SUPERIOR,12-Oct,12-Oct,620,,,,,,,,,,,,,,,,48,,160,194,218,,72.34,1.06,26.6,39.89,32.45,19.15,8.51,72.34,11.7,7.45,66.84,4.28,28.88,23.53,43.32,49.11
78,15438,ANTONIO GEIGEL PAREDES,MAYAGUEZ,SAN SEBASTIAN,ISABELA,CARR 112 KM.3.5 BO. MORA,ISABELA,PR,00662-0000,"(18.46913, -67.03173)",872-1942,872-1942,HECTOR A. HERNANDEZ CARRERO,RURAL,SI,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",219,,,,,,25,30,25,50,48,38,,3,,,,,,,,,60.67,5.62,33.71,35.39,25.28,56.18,11.24,32.58,34.83,21.35,51.12,13.48,35.39,23.6,27.53,79.62
79,40527,ANTONIO GONZALEZ SUAREZ,MAYAGUEZ,AGUADILLA,ANASCO,CARR. 402  KM 6 BO DAGUEY,ANASCO,PR,6100000,"(18.28729, -67.13959)",826-3625,826-0820,BRENDA R. MELENDEZ LUGO,URBANA,SI,ELEMENTAL,K - 6,K - 6,266,,,,,,40,48,42,46,43,47,,,,,,,,,,,67.84,7.02,25.15,37.43,30.41,57.89,2.92,39.18,35.09,22.81,83.04,3.51,13.45,35.09,47.95,60.16
80,55871,ANTONIO PAOLI,PONCE,PONCE,PONCE I,CALLE REINA FINAL,PONCE,PR,00733-6960,"(18.01129, -66.62685)",844-0615,843-9399,FERNANDO L. GHIGLIOTTI LAGARES,URBANA,SI,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",262,,,,,,,,,,,,,,69,98,92,3,,,,,34.66,25,40.34,28.41,6.25,0.57,29.55,69.89,0.57,0,24,41.71,34.29,16,8,89.31
81,71738,ANTONIO PAOLI,ARECIBO,VEGA ALTA,VEGA ALTA,URB SANTA RITA CALLE 9 V. ALTA,VEGA ALTA,PR,00692-1749,"(18.41179, -66.31669)",883-4945,883-6329,ILBIA B. NEGRON CASTRO,URBANA,SI,ELEMENTAL,"K - 6 , EEE","K - 5, EEE",357,,,,,26,50,72,67,60,27,51,,4,,,,,,,,,65.29,9.92,24.79,26.45,38.84,63.33,5,31.67,30,33.33,56.2,14.05,29.75,33.06,23.14,82.66
82,31054,ANTONIO R BARCELO,HUMACAO,CANOVANAS,CANOVANAS,CALLE PALMER FINAL,CANOVANAS,PR,7290999,"(18.37867, -65.90364)",876-4055,876-4055,OMAYRA TORRES RUIZ,URBANA,SI,SEGUNDA UNIDAD,"K - 8 , EEI","K - 8 , EEI",569,,,,,,23,35,36,38,39,39,165,,90,95,,9,,,,,32.95,23.3,43.75,21.31,11.65,12.22,28.98,58.81,9.09,3.13,22.16,42.61,35.23,17.33,4.83,78.78
83,11023,ANTONIO REYES,ARECIBO,CAMUY,CAMUY,CARR 486 KM 2 HM 6 BO ZANJA,CAMUY,PR,00627-0000,"(18.45143, -66.85406)",820-1472,898-4820,JEANETTE RIVERA QUINTANA,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE - EEI","6 - 8, EEE,EEI",502,,,,,,,,,,,,203,1,139,145,,14,,,,,44.11,13.8,42.09,24.24,19.87,29.97,11.45,58.59,17.85,12.12,36.7,19.53,43.77,21.89,14.81,71.98
84,35774,ANTONIO ROSA GUZMAN (NUEVA),HUMACAO,LAS PIEDRAS,HUMACAO,CARR 909 KM 2 HM 2 BO MARIANA,HUMACAO,PR,00792-0487,"(18.13437, -65.84329)",(787) 852-3650,852-3625,GRIZELIDETH ALVAREZ,RURAL,SI,ELEMENTAL,PK - 6,PK - 6,280,,,15,,,51,42,25,40,45,40,,,22,,,,,,,,39.27,17.28,43.46,20.94,18.32,34.2,25.39,40.41,20.73,13.47,37.31,29.53,33.16,25.91,11.4,71.84
85,23440,ANTONIO S PAOLI (MUSICA),CAGUAS,GURABO,CAGUAS I,AVE JOSE VILLARES ESQ RAFAEL CORDERO,CAGUAS,PR,00726-4956,"(18.23582, -66.02826)",746-6644,746-4565,ALBERTO C. RIVERA CARRERO,URBANA,SI,TODOS LOS NIVELES,12-Apr,12-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,42523,ANTONIO S PEDREIRA,MAYAGUEZ,SAN SEBASTIAN,MOCA,150 CALLE BLANCA E CHIRO,MOCA,PR,6761221,"(18.39219, -67.11309)",877-2830,877-1130,ANGEL JOEL MENDEZ ACEVEDO,URBANA,NO,INTERMEDIO,"7 - 7 , EEI","7 - 7 , EEI",623,,,,,,,,,,,,164,,212,236,,11,,,,,46.84,13.29,39.87,25.91,20.93,6.64,24.92,68.44,4.32,2.33,46.18,20.27,33.55,25.58,20.6,73.39
87,20776,ANTONIO S PEDREIRA (PRE-TEC),CAGUAS,GURABO,CAGUAS II,CALLE 4 URB. VILLA DEL CARMEN,CAGUAS,PR,00725-0000,"(18.2148, -66.04121)",743-4868,744-6620,YOVANNA GONZALEZ TORRES,URBANA,SI,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",439,,,,,,,,,,,,149,,151,134,,5,,,,,47.03,10.73,42.24,28.54,18.49,13.24,21,65.75,11.64,1.6,29.91,22.15,47.95,19.41,10.5,78.82
88,62422,ANTONIO SARRIERA EGOZCUE,SAN JUAN,SAN JUAN II,SAN JUAN III,CALLE CARMEN HERNANDEZ URB EL COMANDANTE,SAN JUAN,PR,00929-0752,"(18.40727, -65.99524)",769-7415,769-1070,RAMON ALICEA RIVERA,URBANA,SI,SECUNDARIO,12-Jul,"K - 8, EEI, EEE",259,,,,,,29,38,46,35,37,33,35,6,,,,,,,,,25.53,19.15,55.32,21.28,4.26,0,34.78,65.22,0,0,34.78,21.74,43.48,19.57,15.22,85.48
89,13342,ANTONIO TULLA TORRES,PONCE,UTUADO,UTUADO,CARR 140 KM 5 HM 6 BO MAMEYES,UTUADO,PR,6410000,"(18.29906, -66.60231)",894-0229,894-0229,SAUL VARGAS RIVERA,RURAL,SI,SEGUNDA UNIDAD,"K - 9 , EEE","K - 9 , EEE",163,,,,,,18,17,12,22,17,20,19,4,20,14,,,,,,,80.51,4.24,15.25,27.12,53.39,73.5,0.85,25.64,28.21,45.3,55.56,9.4,35.04,41.88,13.68,84.31
90,30148,ANTONIO VALERO BERNABE,HUMACAO,FAJARDO,FAJARDO,AVE GENERAL VALERO,FAJARDO,PR,00738-0000,"(18.33243, -65.65245)",863-0024,863-6286,MYONER CORREA CORREA,URBANA,SI,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",370,,,,,,,,,,,,126,,100,124,,20,,,,,21.14,33.71,45.14,15.71,5.43,0.83,52.08,47.09,0.83,0,20.67,50,29.33,13.97,6.7,89.46
91,12187,ANTONIO VELEZ  ALVARADO,ARECIBO,MANATI,MANATI,CARR 2 KM 46 HM 8 BO CAMPO ALEGRE,MANATI,PR,00674-0000,"(18.435, -66.46613)",854-4160,854-4160,AXEL J. DELGADO,RURAL,SI,ELEMENTAL,"PK - 6 , EEE","PK - 6 , EEE",144,,,16,,,17,18,15,20,15,22,,21,,,,,,,,,80,6.67,13.33,14.44,65.56,82.22,3.33,14.44,30,52.22,85.56,6.67,7.78,8.89,76.67,95.04
443,17392,INSTITUTO TEC RECINTO DE MANATI,ARECIBO,MANATI,MANATI,CARR 2 KM 4 HM 3,MANATI,PR,00674-0000,"(18.2558, -66.2821)",854-2050,,HIRAM MALDONADO,URBANA,SI,PS - INSTITUTO,13-14,13-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,71761,APOLO SAN ANTONIO,ARECIBO,VEGA ALTA,VEGA ALTA,CALLE LUIS MUNOZ RIVERA,VEGA ALTA,PR,00692-0000,"(18.41254, -66.33316)",883-4878,883-4878,REGINA BERMUDEZ VILLEGAS,URBANA,SI,INTERMEDIO,"7 - 9 , EEI","6 - 8, EEI",655,,,,,,,,,,,,183,,229,213,1,29,,,,,31.7,27.74,40.56,19.81,11.89,0.93,39.95,59.11,0.7,0.23,20.61,44.5,34.89,13.11,7.49,82.9
93,40147,AQUILINO CABAN,MAYAGUEZ,AGUADILLA,AGUADA,CARR 4417 KM 0 HM 8 BO MAMEY,AGUADA,PR,00602-0000,"(18.37448, -67.14525)",868-0373,868-1449,MANUEL ANGEL CRESPO SANTONI,RURAL,SI,SEGUNDA UNIDAD,"PK - 8 , EEE","PK - 8 , EEE",361,,,16,,,19,26,39,41,32,36,38,10,104,,,,,,,,52.27,11.36,36.36,30.3,21.97,31.18,9.89,58.94,18.25,12.93,58.02,9.54,32.44,39.69,18.32,78.11
94,51185,ARISTIDES CALES QUIROS,PONCE,YAUCO,GUAYANILLA,CALLE LUIS MUNOZ RIVERA INTERIOR,GUAYANILLA,PR,00656-0000,"(18.01826, -66.7921)",835-2985,835-7288,RAYMOND MUNOZ CEDENO,URBANA,SI,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",382,,,,,,,,,,,,106,,106,144,,26,,,,,45.88,14.9,39.22,23.14,22.75,10.63,23.23,66.14,8.66,1.97,33.86,33.46,32.68,25.2,8.66,78.57
95,40014,ARSENIO MARTINEZ,MAYAGUEZ,AGUADILLA,AGUADA,CARR115 CALLE COLON,AGUADA,PR,6020000,"(18.37596, -67.18516)",868-0299,868-0299,LINETTE GONZALEZ ACEVEDO,URBANA,NO,SUPERIOR,10,10,292,,,,,,,,,,,,,,,,9,,273,,,10,33.33,0,66.67,33.33,0,0,33.33,66.67,0,0,0,66.67,33.33,0,0,69.66
96,53363,ARTURO LLUBERAS,PONCE,YAUCO,YAUCO,CARR 376 BO ALMACIGO BAJO,YAUCO,PR,00698-0000,"(18.04173, -66.86206)",856-0613,856-0613,ROSA VAZQUEZ,RURAL,SI,ELEMENTAL,K - 6,K - 6,236,,,,,,44,44,33,33,46,36,,,,,,,,,,,53.85,5.92,40.24,28.4,25.44,58.58,10.06,31.36,31.95,26.63,42.01,12.43,45.56,30.18,11.83,75.11
97,57125,ASUNCION RODRIGUEZ DE SALA,PONCE,YAUCO,GUAYANILLA,CARR 127 BO QUEBRADA,GUAYANILLA,PR,00656-0000,"(18.03217, -66.8009)",835-2030,835-0411,DELIZ MURILLO RIVERA,URBANA,SI,SUPERIOR,12-Oct,12-Oct,723,,,,,,,,,,,,,,,,212,,185,156,165,5,41.89,11.49,46.62,22.3,19.59,13.61,16.33,70.07,6.12,7.48,34.46,27.03,38.51,20.27,14.19,68.64
98,57018,AUREA E RIVERA COLLAZO,PONCE,PONCE,PONCE II,P33 CALLE 7 URB EL MADRIGAL,PONCE,PR,00732-8643,"(18.03692, -66.63862)",841-0328,841-0328,MARIA SIERRA,URBANA,SI,ELEMENTAL,K - 6,K - 5,430,,,,,,60,73,78,69,73,77,,,,,,,,,,,53.66,7.32,39.02,26.83,26.83,68.85,1.64,29.51,37.7,31.15,35.25,17.21,47.54,27.05,8.2,84.63
99,43505,AUREA FUENTES MENDEZ,MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,CARR 435 KM 2 HM 3,SAN SEBASTIAN,PR,6765220,"(18.30833, -66.98146)",896-4100,896-4100,ANA L. MARTINEZ VALENTIN,RURAL,SI,ELEMENTAL,K - 6,K - 6,102,,,,,,22,14,16,18,22,10,,,,,,,,,,,20.18,40.37,39.45,13.76,6.42,8.26,42.2,49.54,6.42,1.83,12.84,54.13,33.03,10.09,2.75,88.17
100,57620,AUREA QUILES CLAUDIO,PONCE,YAUCO,GUANICA,CARR OCHOA 333 KM 5,GUANICA,PR,00653-0000,"(17.97548, -66.90477)",821-2800,821-2800,EDGAR ORTIZ SANTIAGO,RURAL,SI,SUPERIOR,12-Oct,12-Oct,514,,,,,,,,,,,,,,,,141,,128,118,127,,33.33,15,51.67,18.33,15,5,27.5,67.5,2.5,2.5,29.17,40,30.83,15.83,13.33,78.14
101,50591,AURELIA QUINTERO LABOY,PONCE,SANTA ISABEL,COAMO,CARR 555 KM 7 HM 2 BO PASTO,COAMO,PR,00769-0000,"(18.1162, -66.37267)",825-3808,825-3808,CARMEN EVA RIVERA VEGA,RURAL,NO,ELEMENTAL,K - 6,K - 6,134,,,,,,18,15,16,21,27,23,14,,,,,,,,,,71.08,2.41,26.51,16.87,54.22,63.86,2.41,33.73,28.92,34.94,78.31,2.41,19.28,59.04,19.28,63.78
102,70193,AURELIO PEREZ MARTINEZ,BAYAMON,BAYAMON,BAYAMON III,URB SANTA ELENA CALLE 6 EH 200,BAYAMON,PR,00957-0000,"(18.38843, -66.19175)",787-1132,787-1132,MARITZA OQUENDO,URBANA,NO,ELEMENTAL,K - 6,"K - 5, PKEE, EEE",285,,,,4,,46,42,50,49,44,50,,,,,,,,,,,28.13,15.63,56.25,21.88,6.25,42.19,4.69,53.13,29.69,12.5,29.69,20.31,50,21.88,7.81,82.53
